QC_MODE,SUHII_FB_C,SUHI_EXPORT_SCOPE,SUHI_RASTER_MODE,background_definition,background_mean_LST_C,background_valid_pixel_count,city,exclude_large_water_bodies,exclude_other_ucdb_centres,fb_background_area_km2,fixed_buffer_m,large_water_min_area_km2,lulc_reference_year,method,min_background_valid_pixels,min_urban_valid_pixels,min_valid_months,min_valid_obs,months,output_valid_mask_area_km2,period_id,period_name,quality_flag,sensor,time_of_day,urban_area_km2,urban_extent_source,urban_mean_LST_C,urban_pixel_source,urban_valid_pixel_count,year
moderate,0.8915487577937127,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,-2.716267345117606,3856,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"12,1,2",3364.854402065195,winter,Winter_DJF,valid,Aqua,Night,714.3325361227947,GHS-UCDB R2024A,-1.8247185873238931,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2003
moderate,2.6671868220612716,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,16.377711257431052,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,3,6,"6,7,8,9",3364.854402065195,jun_sep,June_to_September,valid,Aqua,Night,714.3325361227947,GHS-UCDB R2024A,19.044898079492324,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2003
moderate,1.8767155847073766,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,17.675197123833303,3796,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,7,3364.854402065195,july,July,valid,Aqua,Night,714.3325361227947,GHS-UCDB R2024A,19.55191270854068,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2003
moderate,3.7861006371547212,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,18.706887380740103,3803,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,8,3364.854402065195,august,August,valid,Aqua,Night,714.3325361227947,GHS-UCDB R2024A,22.492988017894824,MODIS/061/MCD12Q1 LC_Type1 == 13,1086,2003
moderate,2.242272327461249,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,11.024585670847863,3311,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,1,2,9,3364.854402065195,september,September,valid,Aqua,Night,714.3325361227947,GHS-UCDB R2024A,13.266857998309112,MODIS/061/MCD12Q1 LC_Type1 == 13,1086,2003
moderate,2.980788771313744,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,18.577627487359848,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,8,20,"1,2,3,4,5,6,7,8,9,10,11,12",3364.854402065195,annual,Annual,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,21.558416258673592,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,2.5240574052465092,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,20.786582035574767,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"3,4,5",3364.854402065195,spring,Spring_MAM,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,23.310639440821276,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,5.80367051535411,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,28.697947701986575,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"6,7,8",3364.854402065195,summer,Summer_JJA,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,34.501618217340685,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,2.261636767607044,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,18.169919278407804,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"9,10,11",3364.854402065195,autumn,Autumn_SON,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,20.431556046014848,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
moderate,1.3336769105467052,urban_background,pixel_anomaly,Fixed outward ring from UCDB boundary; LC_Type1 != 13; excluding other UCDB centres and water bodies > 1 km2,6.655653571797022,3857,Milan,True,True,2702.846588375,20000,1,2023,FB,100,50,2,5,"12,1,2",3364.854402065195,winter,Winter_DJF,valid,Terra,Day,714.3325361227947,GHS-UCDB R2024A,7.9893304823437274,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
