MEA_BUFFER_M,NTL_MEDIAN,NTL_REFERENCE_YEAR,QC_MODE,SUHII_MEA_R_C,SUHI_EXPORT_SCOPE,SUHI_RASTER_MODE,background_definition,city,exclude_large_water_bodies,exclude_other_ucdb_centres,large_water_min_area_km2,lulc_reference_year,mea_r_background_area_km2,mea_r_background_mean_LST_C,mea_r_background_valid_pixel_count,mea_reference_area_km2,method,min_background_valid_pixels,min_urban_valid_pixels,min_valid_months,min_valid_obs,months,output_valid_mask_area_km2,period_id,period_name,quality_flag,sensor,target_reference_area_km2,time_of_day,urban_area_km2,urban_extent_source,urban_mean_LST_C,urban_pixel_source,urban_valid_pixel_count,year
13000,3.6230699305345735,2023,moderate,1.8607133235641973,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,6.568781468133831,949,1439.4463424789217,MEA_R,50,50,2,5,"9,10,11",1444.5947267058816,autumn,Autumn_SON,valid,Aqua,1428.6650722455895,Night,714.3325361227947,GHS-UCDB R2024A,8.429494791698028,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2003
13000,3.6230699305345735,2023,moderate,0.9126410686426365,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,-2.7373596559665296,1044,1439.4463424789217,MEA_R,50,50,2,5,"12,1,2",1444.5947267058816,winter,Winter_DJF,valid,Aqua,1428.6650722455895,Night,714.3325361227947,GHS-UCDB R2024A,-1.8247185873238931,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2003
13000,3.6230699305345735,2023,moderate,2.714157984452889,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,16.330740095039435,1044,1439.4463424789217,MEA_R,50,50,3,6,"6,7,8,9",1444.5947267058816,jun_sep,June_to_September,valid,Aqua,1428.6650722455895,Night,714.3325361227947,GHS-UCDB R2024A,19.044898079492324,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2003
13000,3.6230699305345735,2023,moderate,1.679707028962632,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,17.872205679578048,1019,1439.4463424789217,MEA_R,50,50,1,2,7,1444.5947267058816,july,July,valid,Aqua,1428.6650722455895,Night,714.3325361227947,GHS-UCDB R2024A,19.55191270854068,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2003
13000,3.6230699305345735,2023,moderate,4.170426063462127,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,18.322561954432697,1022,1439.4463424789217,MEA_R,50,50,1,2,8,1444.5947267058816,august,August,valid,Aqua,1428.6650722455895,Night,714.3325361227947,GHS-UCDB R2024A,22.492988017894824,MODIS/061/MCD12Q1 LC_Type1 == 13,1086,2003
13000,3.6230699305345735,2023,moderate,2.354128297434526,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,10.912729700874586,880,1439.4463424789217,MEA_R,50,50,1,2,9,1444.5947267058816,september,September,valid,Aqua,1428.6650722455895,Night,714.3325361227947,GHS-UCDB R2024A,13.266857998309112,MODIS/061/MCD12Q1 LC_Type1 == 13,1086,2003
13000,3.6230699305345735,2023,moderate,2.980062256523542,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,18.57835400215005,1044,1439.4463424789217,MEA_R,50,50,8,20,"1,2,3,4,5,6,7,8,9,10,11,12",1444.5947267058816,annual,Annual,valid,Terra,1428.6650722455895,Day,714.3325361227947,GHS-UCDB R2024A,21.558416258673592,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
13000,3.6230699305345735,2023,moderate,2.318255312082261,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,20.992384128739015,1044,1439.4463424789217,MEA_R,50,50,2,5,"3,4,5",1444.5947267058816,spring,Spring_MAM,valid,Terra,1428.6650722455895,Day,714.3325361227947,GHS-UCDB R2024A,23.310639440821276,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
13000,3.6230699305345735,2023,moderate,6.05337895277809,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,28.448239264562595,1044,1439.4463424789217,MEA_R,50,50,2,5,"6,7,8",1444.5947267058816,summer,Summer_JJA,valid,Terra,1428.6650722455895,Day,714.3325361227947,GHS-UCDB R2024A,34.501618217340685,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
13000,3.6230699305345735,2023,moderate,2.1794853599509416,urban_background,pixel_anomaly,MEA-R background: external non-urban reference area approximately 2 × urban built-up area; pixels with VIIRS NTL <= median NTL,Milan,True,True,1,2023,683.0902263026962,18.252070686063906,1044,1439.4463424789217,MEA_R,50,50,2,5,"9,10,11",1444.5947267058816,autumn,Autumn_SON,valid,Terra,1428.6650722455895,Day,714.3325361227947,GHS-UCDB R2024A,20.431556046014848,MODIS/061/MCD12Q1 LC_Type1 == 13,1087,2004
